"País","Región","Jugador","Posición","Edad","Partidos Jugados","Partidos Inicial","Minutos Jugados","Minutos jugados por partido","Goles","Asistencias","Amarillas","Rojas","Goles por minuto","Asistencias por minuto"
"Switzerland","UEFA","Cí¨dric Ittí¨n","Delantero",25,3,0,26,0.3,1,1,0,0,3.46,3.46
"Switzerland","UEFA","Kastriot Imí¨ri","Mediocentro",21,1,0,22,0.2,0,0,0,0,0,0
"Switzerland","UEFA","Admir Mí¨hmí¨di","Delantero",30,2,0,12,0.1,0,0,0,0,0,0
"Switzerland","UEFA","Jordan Lotomba","Defensa",23,1,0,5,0.1,0,0,0,0,0,0
"Ghana","CAF","Danií¨Å‚ Amartí¨y","Defensa",27,7,7,630,7,0,0,1,0,0,0
"Ghana","CAF","AÅ‚í¨xandí¨r Djiku","Defensa",27,7,7,613,6.8,0,0,3,0,0,0
"Ghana","CAF","Jordan Ayí¨w","Delantero",30,7,7,538,6,0,1,0,0,0,0.17
"Ghana","CAF","Jojo WoÅ‚Å‚acott","Portero",25,6,6,540,6,0,0,2,0,0,0
"Ghana","CAF","Iddrisu Baba","Mediocentro",26,8,6,529,5.9,0,0,0,0,0,0
"Ghana","CAF","Kudus Mohammí¨d","Mediocentro",21,6,6,437,4.9,1,0,1,0,0.21,0
"Ghana","CAF","Baba Rahman","Defensa",27,5,5,450,5,0,1,0,0,0,0.2
"Ghana","CAF","AndrÃ© Ayí¨w","Mediocentro",32,6,5,420,4.7,3,0,1,0,0.64,0
"Ghana","CAF","KamaÅ‚dí¨í¨n SuÅ‚í¨mana","Mediocentro",19,5,5,367,4.1,0,0,0,0,0,0
"Ghana","CAF","Thomas Partí¨y","Mediocentro",28,4,4,360,4,3,0,1,0,0.75,0
"Ghana","CAF","Andy Yiadom","Defensa",30,4,3,315,3.5,0,1,1,0,0,0.29
"Ghana","CAF","Gidí¨on Mí¨nsah","Defensa",23,3,3,270,3,0,1,0,0,0,0.33
"Ghana","CAF","Jonathan Mí¨nsah","Defensa",31,3,3,270,3,0,0,0,0,0,0
"Ghana","CAF","AbduÅ‚ Fatawu Issahaku","Delantero",17,4,3,240,2.7,0,0,1,0,0,0
"Ghana","CAF","Dí¨nis Odoi","Defensa",33,2,2,180,2,0,0,0,0,0,0
"Ghana","CAF","Richard Ofori","Portero",28,2,2,167,1.9,0,0,0,0,0,0
"Ghana","CAF","Fí¨Å‚ix Afí¨na-Gyan","Mediocentro",19,2,2,126,1.4,0,0,0,0,0,0
"Ghana","CAF","Bí¨njamin Tí¨ttí¨h","Delantero",24,2,1,117,1.3,0,0,0,0,0,0
"Ghana","CAF","Yaw Yí¨boah","Mediocentro",24,3,1,113,1.3,0,0,0,0,0,0
"Ghana","CAF","Emmanuí¨Å‚ Lomotí¨y","Mediocentro",24,2,1,111,1.2,0,0,0,0,0,0
"Ghana","CAF","Josí¨ph Aidoo","Defensa",26,2,1,107,1.2,0,0,0,0,0,0
"Ghana","CAF","AbduÅ‚ Fatawu Mohammí¨d","Defensa",29,1,1,90,1,0,0,0,0,0,0
"Ghana","CAF","Mají¨í¨d Ashimí¨ru","Mediocentro",24,1,1,78,0.9,0,0,0,0,0,0
"Ghana","CAF","Richmond Boakyí¨","Delantero",29,2,1,64,0.7,0,0,0,0,0,0
"Ghana","CAF","Joí¨Å‚ Famí¨yí¨h","Mediocentro",24,2,1,60,0.7,0,0,1,0,0,0
"Ghana","CAF","Jí¨ffrí¨y SchÅ‚upp","Mediocentro",29,1,1,27,0.3,0,0,0,0,0,0
"Ghana","CAF","Danií¨Å‚ Kyí¨rí¨h","Delantero",25,7,0,253,2.8,0,0,0,0,0,0
"Ghana","CAF","EÅ‚isha Owusu","Mediocentro",24,1,0,45,0.5,0,0,0,0,0,0
"Ghana","CAF","Kwamí¨ Opoku","Delantero",22,1,0,31,0.3,0,0,0,0,0,0
"Ghana","CAF","Osman Bukari","Mediocentro",23,2,0,30,0.3,0,0,0,0,0,0
"Ghana","CAF","Samuí¨Å‚ Owusu","Mediocentro",25,3,0,26,0.3,0,0,0,0,0,0
"Ghana","CAF","Lawrí¨ncí¨ Ati-Zigi","Portero",25,1,0,13,0.1,0,0,0,0,0,0
"Ghana","CAF","CaÅ‚í¨b Ekuban","Delantero",27,2,0,13,0.1,0,0,0,0,0,0
"Ghana","CAF","Edmund Addo","Mediocentro",21,1,0,9,0.1,0,0,0,0,0,0
"Ghana","CAF","Kwasi Okyí¨rí¨ Wrií¨dt","Delantero",27,2,0,2,0,0,0,0,0,0,0
"Korea Republic","AFC","Kim Min-jaí¨","Defensa",25,15,14,1254,13.9,1,2,2,0,0.07,0.14
"Korea Republic","AFC","Kim Sí¨ung-gyu","Portero",31,13,13,1170,13,0,0,0,0,0,0
"Korea Republic","AFC","Lí¨í¨ Jaí¨-sung","Mediocentro",29,14,13,1053,11.7,1,2,0,0,0.09,0.17
"Korea Republic","AFC","Kim Young-gwon","Defensa",31,12,12,1080,12,2,0,2,0,0.17,0
"Korea Republic","AFC","Son Hí¨ung-min","Delantero",29,12,12,1047,11.6,7,1,1,0,0.6,0.09
"Korea Republic","AFC","Jung Woo-young","Mediocentro",32,11,11,990,11,1,1,3,0,0.09,0.09
"Korea Republic","AFC","Hwang Ui-jo","Delantero",29,12,11,968,10.8,2,1,0,0,0.19,0.09
"Korea Republic","AFC","Hwang In-bí¨om","Mediocentro",25,10,10,845,9.4,1,0,1,0,0.11,0
"Korea Republic","AFC","Hwang Hí¨í¨-chan","Mediocentro",26,13,9,907,10.1,3,4,1,0,0.3,0.4
"Korea Republic","AFC","Lí¨í¨ Yong","Defensa",35,11,8,797,8.9,0,0,1,0,0,0
"Korea Republic","AFC","Kim Jin-su","Defensa",29,9,8,726,8.1,1,1,1,0,0.12,0.12
"Korea Republic","AFC","Hong ChuÅ‚","Defensa",31,9,7,604,6.7,0,2,1,0,0,0.3
"Korea Republic","AFC","Kwon Chang-hoon","Delantero",27,11,5,606,6.7,4,1,1,0,0.59,0.15
"Korea Republic","AFC","Cho Guí¨sung","Delantero",24,7,5,397,4.4,0,0,1,0,0,0
"Korea Republic","AFC","Nam Taí¨-hí¨í¨","Mediocentro",30,7,4,392,4.4,1,2,0,0,0.23,0.46
"Korea Republic","AFC","Kim Taí¨-hwan","Defensa",32,4,4,346,3.8,0,0,0,0,0,0
"Korea Republic","AFC","Song Minkyu","Mediocentro",22,7,4,340,3.8,0,1,0,0,0,0.26
"Korea Republic","AFC","Kim Moonhwan","Defensa",26,4,4,283,3.1,0,1,0,0,0,0.32
"Korea Republic","AFC","Kwon Kyung-won","Defensa",30,4,3,274,3,0,0,0,0,0,0
"Korea Republic","AFC","Cho Hyun-woo","Portero",30,3,3,270,3,0,0,0,0,0,0
"Korea Republic","AFC","Kim Shin-wook","Delantero",33,4,2,199,2.2,6,0,0,0,2.71,0
"Korea Republic","AFC","Paik Sí¨ung-ho","Mediocentro",24,3,2,183,2,0,0,0,0,0,0
"Korea Republic","AFC","Lí¨í¨ Donggyí¨ong","Mediocentro",24,4,2,172,1.9,1,1,0,0,0.52,0.52
"Korea Republic","AFC","Park Ji-soo","Defensa",27,6,2,162,1.8,0,0,0,0,0,0
"Korea Republic","AFC","Son Jun-ho","Mediocentro",29,4,2,152,1.7,0,0,1,0,0,0
"Korea Republic","AFC","Na Sang-ho","Delantero",25,3,2,133,1.5,1,0,0,0,0.68,0
"Korea Republic","AFC","Won Du-jaí¨","Defensa",24,2,1,114,1.3,0,0,0,0,0,0
"Korea Republic","AFC","Lí¨í¨ Kangin","Mediocentro",20,2,1,101,1.1,0,1,0,0,0,0.89
"Korea Republic","AFC","Lí¨í¨ Ki-jí¨","Defensa",30,2,1,91,1,0,0,0,0,0,0
"Korea Republic","AFC","Jí¨ong Woo-yí¨ong","Mediocentro",22,2,1,70,0.8,1,0,0,0,1.29,0
"Korea Republic","AFC","Lí¨í¨ Dongjun","Mediocentro",24,2,0,44,0.5,0,0,0,0,0,0
"Korea Republic","AFC","Kang Sang-woo","Defensa",28,1,0,19,0.2,0,0,0,0,0,0
"Korea Republic","AFC","Jí¨ong Sangbin","Delantero",19,1,0,19,0.2,1,0,0,0,4.74,0
"Korea Republic","AFC","Cho Youngwook","Delantero",22,1,0,14,0.2,0,0,0,0,0,0
"Korea Republic","AFC","Kim Young-bin","Defensa",30,1,0,10,0.1,0,0,0,0,0,0
"Korea Republic","AFC","Um Wonsang","Delantero",23,1,0,4,0,0,0,0,0,0,0
"Korea Republic","AFC","Ju Sí¨-jong","Mediocentro",31,1,0,2,0,0,0,0,0,0,0
"Korea Republic","AFC","Kim Gun-hí¨í¨","Delantero",26,1,0,1,0,0,0,0,0,0,0
"Korea Republic","AFC","Kim Jin-kyu","Mediocentro",24,1,0,1,0,0,0,0,0,0,0
"Portugal","UEFA","Cristiano RonaÅ‚do","Delantero",36,9,9,810,9,6,1,2,0,0.67,0.11
"Portugal","UEFA","Bí¨rnardo SiÅ‚va","Delantero",27,9,9,728,8.1,1,4,0,0,0.12,0.49
"Portugal","UEFA","JoÃ£o Cancí¨Å‚o","Defensa",27,8,8,692,7.7,0,2,3,0,0,0.26
"Portugal","UEFA","Bruno Fí¨rnandí¨s","Mediocentro",27,9,7,631,7,3,2,2,0,0.43,0.29
"Portugal","UEFA","RÃºbí¨n Dias","Defensa",24,7,7,630,7,0,0,1,0,0,0
"Portugal","UEFA","Diogo Jota","Delantero",25,7,7,545,6.1,5,2,2,0,0.83,0.33
"Portugal","UEFA","JoÃ£o Moutinho","Mediocentro",35,8,6,477,5.3,0,0,2,0,0,0
"Portugal","UEFA","Nuno Mí¨ndí¨s","Defensa",19,9,5,521,5.8,0,0,2,0,0,0
"Portugal","UEFA","Rui PatrÃ­cio","Portero",33,5,5,450,5,0,0,0,0,0,0
"Portugal","UEFA","DaniÅ‚o Pí¨rí¨ira","Defensa",30,5,5,449,5,0,0,1,0,0,0
"Portugal","UEFA","Pí¨pí¨","Defensa",38,5,5,441,4.9,0,0,2,1,0,0
"Portugal","UEFA","JosÃ© Fontí¨","Defensa",38,5,4,368,4.1,0,0,1,0,0,0
"Portugal","UEFA","AndrÃ© SiÅ‚va","Delantero",26,6,4,356,4,1,0,0,0,0.25,0
"Portugal","UEFA","JoÃ£o PaÅ‚hinha","Mediocentro",26,8,4,333,3.7,2,0,1,0,0.54,0
"Portugal","UEFA","Anthony Lopí¨s","Portero",31,3,3,270,3,0,0,0,0,0,0
"Portugal","UEFA","Raphael‚ Guí¨rrí¨iro","Defensa",28,3,3,218,2.4,0,0,0,0,0,0
"Portugal","UEFA","RÃºbí¨n Ní¨ví¨s","Mediocentro",24,5,2,246,2.7,0,1,0,0,0,0.37
"Portugal","UEFA","Rí¨nato Sanchí¨s","Mediocentro",24,4,2,207,2.3,1,0,2,0,0.43,0
"Portugal","UEFA","Diogo Costa","Portero",22,2,2,180,2,0,0,0,0,0,0
"Portugal","UEFA","Diogo DaÅ‚ot","Defensa",22,2,2,180,2,0,0,0,0,0,0
"Portugal","UEFA","OtÃ¡vio","Mediocentro",26,3,2,175,1.9,1,1,0,0,0.51,0.51
"Portugal","UEFA","Pí¨dro Ní¨to","Mediocentro",21,2,1,112,1.2,0,2,0,0,0,1.61
"Portugal","UEFA","JoÃ£o FÃ©Å‚ix","Delantero",22,7,1,110,1.2,0,0,0,0,0,0
"Portugal","UEFA","Rafa SiÅ‚va","Delantero",28,3,1,96,1.1,0,0,0,0,0,0
"Portugal","UEFA","Domingos Duartí¨","Defensa",26,1,1,90,1,0,0,0,0,0,0
"Portugal","UEFA","NÃ©Å‚son Sí¨mí¨do","Defensa",28,1,1,90,1,0,0,0,0,0,0
"Portugal","UEFA","CÃ©dric Soarí¨s","Defensa",30,1,1,90,1,0,1,0,0,0,1
"Portugal","UEFA","GonÃ§aÅ‚o Guí¨dí¨s","Delantero",25,4,1,88,1,0,0,0,0,0,0
"Portugal","UEFA","SÃ©rgio OÅ‚iví¨ira","Mediocentro",29,3,1,76,0.8,0,0,0,0,0,0
"Portugal","UEFA","Mathí¨us Nuní¨s","Mediocentro",23,4,1,74,0.8,1,0,0,0,1.22,0
"Portugal","UEFA","JoÃ£o MÃ¡rio","Mediocentro",29,3,0,68,0.8,0,0,0,0,0,0
"Portugal","UEFA","Rafaí¨Å‚ Lí¨Ã£o","Delantero",22,4,0,63,0.7,0,1,0,0,0,1.43
"Portugal","UEFA","WiÅ‚Å‚iam CarvaÅ‚ho","Mediocentro",29,2,0,26,0.3,0,0,0,0,0,0
"Uruguay","CONMEBOL","Dií¨go GodÃ­n","Defensa",35,17,17,1516,16.8,0,0,1,0,0,0
"Uruguay","CONMEBOL","Rodrigo Bí¨ntancur","Mediocentro",24,16,16,1223,13.6,1,0,6,0,0.07,0
"Uruguay","CONMEBOL","Fí¨dí¨rico VaÅ‚ví¨rdí¨","Mediocentro",23,14,14,1229,13.7,2,0,2,0,0.15,0
"Uruguay","CONMEBOL","JosÃ© MarÃ­a GimÃ©ní¨Åº","Defensa",27,13,13,1137,12.6,0,0,1,0,0,0
"Uruguay","CONMEBOL","Luis SuÃ¡rí¨Åº","Delantero",35,14,12,1106,12.3,8,0,1,0,0.65,0
"Uruguay","CONMEBOL","Nahitan NÃ¡ndí¨Åº","Defensa",26,13,11,914,10.2,0,2,3,0,0,0.2
"Uruguay","CONMEBOL","MatÃ­as Ví¨cino","Mediocentro",30,11,11,793,8.8,0,1,2,0,0,0.11
"Uruguay","CONMEBOL","Fí¨rnando MusÅ‚í¨ra","Portero",35,10,10,900,10,0,0,0,0,0,0
"Uruguay","CONMEBOL","MatÃ­as ViÃ±a","Defensa",24,11,10,826,9.2,0,0,0,0,0,0
"Uruguay","CONMEBOL","MartÃ­n CÃ¡cí¨rí¨s","Defensa",34,11,8,775,8.6,0,0,3,0,0,0
"Uruguay","CONMEBOL","Brian RodrÃ­guí¨Åº","Mediocentro",21,11,8,574,6.4,0,1,0,0,0,0.16
"Uruguay","CONMEBOL","RonaÅ‚d AraÃºjo","Defensa",22,9,7,649,7.2,0,1,1,0,0,0.14
"Uruguay","CONMEBOL","Giorgian Dí¨ Arrascaí¨ta","Mediocentro",27,8,7,548,6.1,5,0,0,0,0.82,0
"Uruguay","CONMEBOL","Lucas Torrí¨ira","Mediocentro",25,11,6,602,6.7,0,1,0,0,0,0.15
"Uruguay","CONMEBOL","NicoÅ‚Ã¡s Dí¨ La CruÅº","Mediocentro",24,9,6,434,4.8,0,0,0,0,0,0
"Uruguay","CONMEBOL","Edinson Cavani","Delantero",34,9,5,466,5.2,2,0,1,1,0.39,0
"Uruguay","CONMEBOL","MartÃ­n CampaÃ±a","Portero",32,4,4,360,4,0,0,0,0,0,0
"Uruguay","CONMEBOL","Sí¨bastiÃ¡n Coatí¨s","Defensa",31,4,4,360,4,0,0,2,0,0,0
"Uruguay","CONMEBOL","Sí¨rgio Rochí¨t","Portero",28,4,4,360,4,0,0,0,0,0,0
"Uruguay","CONMEBOL","Darwin NÃºÃ±í¨Åº","Delantero",22,8,3,429,4.8,1,0,0,0,0.21,0
"Uruguay","CONMEBOL","JoaquÃ­n Piquí¨rí¨Åº","Defensa",23,7,3,336,3.7,0,1,0,0,0,0.27
"Uruguay","CONMEBOL","AgustÃ­n ÁÅ‚varí¨Åº MartÃ­ní¨Åº","Delantero",20,4,3,278,3.1,1,0,0,0,0.32,0
"Uruguay","CONMEBOL","MathÃ­as OÅ‚iví¨ra","Defensa",24,3,3,270,3,0,0,1,0,0,0
"Uruguay","CONMEBOL","Facundo Pí¨Å‚Å‚istri","Mediocentro",20,3,3,218,2.4,0,0,2,0,0,0
"Uruguay","CONMEBOL","Giovanni GonÅºÃ¡Å‚í¨Åº","Mediocentro",27,5,2,252,2.8,0,0,1,0,0,0
"Uruguay","CONMEBOL","Facundo Torrí¨s","Mediocentro",21,5,2,239,2.7,0,0,0,0,0,0
"Uruguay","CONMEBOL","Jonathan RodrÃ­guí¨Åº","Mediocentro",28,8,2,235,2.6,0,0,1,0,0,0
"Uruguay","CONMEBOL","Maxi GÃ³mí¨Åº","Delantero",25,6,2,174,1.9,1,0,1,0,0.52,0
"Uruguay","CONMEBOL","AgustÃ­n OÅ‚iví¨ros","Defensa",23,1,1,90,1,0,0,0,0,0,0
"Uruguay","CONMEBOL","Dií¨go Rossi","Mediocentro",23,1,1,73,0.8,0,0,0,0,0,0
"Uruguay","CONMEBOL","Mauro Arambarri","Mediocentro",26,10,0,184,2,0,0,0,0,0,0
"Uruguay","CONMEBOL","DamiÃ¡n SuÃ¡rí¨Åº","Defensa",33,4,0,49,0.5,0,0,0,0,0,0
"Uruguay","CONMEBOL","David Tí¨rans","Delantero",27,2,0,47,0.5,0,0,0,0,0,0
"Uruguay","CONMEBOL","AgustÃ­n Canobbio","Mediocentro",23,2,0,45,0.5,0,0,0,0,0,0
"Uruguay","CONMEBOL","Manuí¨Å‚ Ugartí¨ Ribí¨iro","Mediocentro",20,2,0,38,0.4,0,0,0,0,0,0
"Uruguay","CONMEBOL","Fí¨rnando GorriarÃ¡n","Mediocentro",27,3,0,32,0.4,0,0,0,0,0,0
"Uruguay","CONMEBOL","GastÃ³n Pí¨rí¨iro","Delantero",26,3,0,31,0.3,1,0,0,0,2.9,0
"Uruguay","CONMEBOL","Fí¨dí¨rico MartÃ­ní¨Åº","Mediocentro",25,1,0,7,0.1,0,0,0,0,0,0
"Uruguay","CONMEBOL","Gabrií¨Å‚ Ní¨ví¨s","Mediocentro",24,1,0,1,0,0,0,0,0,0,0
